canonical_id,compound_code,title,variant,pose_index,glide_docking_score,glide_gscore,glide_emodel,glide_energy,glide_evdw,glide_ecoul,glide_einternal,glide_eff_state_penalty,glide_ligand_efficiency,glide_ligand_efficiency_sa,glide_ligand_efficiency_ln,quickprop_accpthb,quickprop_acid,quickprop_acxdn_5_sa,quickprop_amide,quickprop_amidine,quickprop_amine,quickprop_ciqplogs,quickprop_cns,quickprop_dip_2_v,quickprop_dipole,quickprop_donorhb,quickprop_ea_ev,quickprop_fisa,quickprop_fosa,quickprop_glob,quickprop_humanoralabsorption,quickprop_in34,quickprop_in56,quickprop_ip_ev,quickprop_jm,quickprop_metab,quickprop_mol_mw,quickprop_nando,quickprop_noncon,quickprop_nonhatm,quickprop_percenthumanoralabsorption,quickprop_pisa,quickprop_psa,quickprop_qplogbb,quickprop_qplogherg,quickprop_qplogkhsa,quickprop_qplogkp,quickprop_qplogpc16,quickprop_qplogpo_w,quickprop_qplogpoct,quickprop_qplogpw,quickprop_qplogs,quickprop_qppcaco,quickprop_qppmdck,quickprop_qppolrz,quickprop_ringatoms,quickprop_rotor,quickprop_rtvfg,quickprop_ruleoffive,quickprop_ruleofthree,quickprop_saamideo,quickprop_safluorine,quickprop_sasa,quickprop_stars,quickprop_volume,quickprop_wpsa,source_file,pose_count,variant_count,source_file_count,source_file_exists,known_internal_overlap,smiles,structure_status,feature_completeness,trace_complete,selection_eligible,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,selected_for_phase8,acquisition_id,priority,wave,selection_arm
ATP-HTVS-DDC2C96F44C1,78947,rxn502b____EMOL480988____EMOL30488121____EMOL24630243,78947-1,408,-4.0020476853332,-4.1256476853332,-51.5528887506228,-39.5520362854004,-35.5501289367676,-4.00190734863281,1.61446332931519,0.1236,-0.129098312430103,-0.405546940460091,-0.902584401074721,6.0,0,0.0091351,0,0,0,-7.813,0,0.003281,2.027,1.0,1.209,109.447,58.074,0.8557169,1,0,22,8.81,0.009711800253007,4,426.904,5,0,31,100.0,444.982,67.961,-0.686,-5.989,0.607,-1.393,14.299,4.585,19.992,11.138,-6.25,907.846,779.248,44.383,22,6,0,0,1,0.0,0.0,656.81,0,1252.873,44.306,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.4188609920391917,0.3772198407838334,0.4807103490508267,0.41873851806491125,False,,,,
ATP-HTVS-DDCEA98BB6BE,81569,rxn502b____EMOL44690203____EMOL13728749____EMOL44153840,81569-2,1094,-2.19391511950083,-4.29201511950083,-50.7560670693152,-40.3187456130981,-38.2930335998535,-2.02571201324463,3.04543662071228,2.0981,-0.0592950032297521,-0.197584105217777,-0.475808756752011,8.0,0,0.0141488,0,0,1,-7.306,1,0.0235915,6.028,2.0,1.086,107.195,251.258,0.806635,3,0,22,8.41,0.0004340972819686,7,495.598,6,0,37,100.0,399.556,84.57,-0.697,-7.292,0.726,-3.094,16.251,4.833,25.2,13.488,-5.963,237.831,195.889,52.24,22,11,0,0,2,0.0,41.614,799.623,0,1540.266,41.614,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.09246785058175137,0.3429271279853031,0.06613594611145132,0.1623392529087569,False,,,,
ATP-HTVS-DDD75C103081,34241,m_270004bbb____23846716____9705990,34241-2,298,-4.35008608882417,-4.56248608882417,-53.1505327050647,-39.2562570571899,-26.5485134124756,-12.7077436447144,9.59997653961182,0.2124,-0.150002968580144,-0.460856643754321,-0.996059405675214,5.0,0,0.0072842,0,0,2,-4.516,2,0.0056137,2.708,1.0,0.223,19.421,284.824,0.8417706,3,0,18,8.137,0.022979079140987,6,408.973,4,0,29,100.0,327.76,28.653,0.769,-7.108,0.821,-3.984,13.382,4.806,18.441,8.156,-3.266,403.205,450.633,43.462,18,9,0,0,0,0.0,0.0,686.421,0,1305.958,54.416,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5560318432333129,0.43355786895284754,0.7146356399265156,0.5510104102878138,False,,,,
ATP-HTVS-DDECBBA12C43,32899,m_270004bbb____8289034____16711616,32899-1,479,-3.84825256124743,-3.99575256124743,-56.8146471400977,-41.0500407218933,-35.015022277832,-6.03501844406128,3.04977107048035,0.1475,-0.128275085374914,-0.398580514529057,-0.874364911985406,4.5,0,0.0068237,0,0,2,-4.683,2,0.0045672,2.432,1.0,0.735,20.086,222.179,0.871124,3,0,21,8.675,0.0844120449838144,5,398.55,4,0,30,100.0,417.198,29.518,0.702,-7.059,0.944,-3.777,13.538,4.848,18.544,8.413,-2.897,397.395,223.314,44.506,21,8,0,0,0,0.0,0.0,659.464,0,1294.669,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.35639926515615433,0.5939987752602572,0.4721371708511941,0.4508266993263932,False,,,,
ATP-HTVS-DE3670B8C5ED,53473,m_271304bca____8910674____9304626,53473-2,767,-3.1188645256653,-3.1582645256653,-39.2236459712807,-34.3165496587753,-32.9005928039551,-1.41595685482025,5.79449319839478,0.0394,-0.0891104150190086,-0.291486076110158,-0.684659982852234,5.0,1,0.0080727,0,0,1,-7.033,-1,0.029899,6.833,2.0,0.195,101.965,200.993,0.7431941,1,0,24,8.879,2.67302919491e-05,8,467.563,5,0,35,88.304,572.967,72.987,-0.932,-7.339,1.167,-2.387,18.371,4.887,24.264,11.846,-7.856,67.525,37.797,54.755,24,11,0,0,2,0.0,0.0,875.925,4,1561.73,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.1677893447642376,0.06736068585425597,0.1451316595223515,0.13312921004286588,False,,,,
ATP-HTVS-DED96A59EB26,77315,rxn502b____EMOL32280493____EMOL13728749____EMOL44153840,77315-1,473,-3.8615472601887,-3.8983472601887,-57.0186439465282,-44.332986831665,-33.631908416748,-10.701078414917,1.28593957424164,0.0368,-0.107265201671908,-0.354181891835579,-0.842485285222669,7.25,0,0.0149154,0,0,1,-6.339,1,0.0153473,4.689,2.0,0.793,43.702,297.436,0.8941059,3,0,22,8.171,2.79867882905587,8,482.624,6,0,36,100.0,346.278,59.72,-0.065,-5.623,0.648,-2.112,14.603,4.749,22.714,11.67,-3.125,951.419,518.624,47.428,22,11,0,0,1,0.0,0.0,687.416,0,1432.732,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.3606858542559706,0.6031843233312921,0.23515003061849357,0.4083282302510717,False,,,,
ATP-HTVS-DF13A29C86DC,74403,rxn502b____EMOL44385606____EMOL44466703____EMOL50155899,74403-1,178,-4.75652940885682,-4.79582940885682,-59.1908967608156,-46.8398475646973,-40.4113426208496,-6.42850494384766,10.5940856933594,0.0393,-0.139897923789907,-0.453214964351266,-1.05085076254729,8.0,0,0.0135677,0,0,1,-6.464,0,0.1233241,13.523,2.0,1.15,118.135,210.209,0.7541494,1,0,22,8.306,1.83671242499e-05,5,453.518,6,0,34,93.558,464.836,86.077,-0.805,-8.453,0.662,-3.354,16.61,4.43,26.617,14.75,-7.039,187.293,149.561,52.491,22,8,0,0,1,0.0,40.692,833.872,3,1482.817,40.692,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7409675443968157,0.6876913655848133,0.6117575015309247,0.6991426821800367,False,,,,
ATP-HTVS-DF25A3EF4846,92450,rxn102b____EMOL2732950____EMOL36800816,92450-1,205,-4.65282161841121,-4.73152161841121,-49.0743248850451,-37.7917966842651,-30.7394065856934,-7.05239009857178,9.20619869232178,0.0787,-0.178954677631201,-0.530152528329777,-1.0926998899309,4.25,0,0.0069595,0,0,1,-5.936,1,0.004066,2.157,1.0,0.346,42.196,176.339,0.8665643,3,0,18,8.005,0.224767141163679,6,412.328,4,0,26,100.0,334.026,33.129,0.308,-6.01,0.624,-2.511,12.186,4.496,16.462,7.875,-3.752,983.23,1118.507,38.35,18,7,0,0,0,0.0,0.0,610.675,0,1144.639,58.114,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6968769136558481,0.2743417023882425,0.904470300061237,0.6116350275566442,False,,,,
ATP-HTVS-DF2EF65723F2,77667,rxn502c____EMOL707808____EMOL49259969____EMOL50155899,77667-1,409,-4.00197921522981,-4.04207921522981,-50.5336576893958,-40.2629466056824,-37.0231323242188,-3.23981428146362,1.64524447917938,0.0401,-0.125061850475932,-0.397046625554481,-0.89615223612324,6.5,0,0.0079867,1,0,2,-4.155,1,0.0677415,10.029,1.0,0.821,44.647,310.482,0.7733323,3,0,20,8.318,0.0041263782548819,7,446.609,5,0,32,91.869,439.025,45.931,0.369,-7.371,0.647,-4.057,15.963,4.47,22.865,12.729,-3.977,146.196,160.356,51.675,20,9,0,0,1,25.298,0.0,813.855,0,1484.643,19.701,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.41824862216778935,0.3331292100428659,0.4292712798530312,0.3949173300673607,False,,,,
ATP-HTVS-DF60AB231AB0,75491,rxn502b____EMOL491637____EMOL7515103____EMOL108753565,75491-1,114,-5.02117396049861,-5.05957396049861,-53.6502447260645,-39.578761100769,-23.6436500549316,-15.9351110458374,10.2487697601318,0.0384,-0.156911686265582,-0.498163551112676,-1.1243777217884,6.0,0,0.0129133,0,0,1,-5.637,0,0.0632335,9.466,3.0,0.861,86.548,202.181,0.7580852,3,0,22,7.683,0.0006027611696574,8,428.508,5,0,32,100.0,469.058,70.632,-0.409,-8.41,0.792,-2.757,15.944,4.893,25.142,13.991,-6.095,373.305,341.264,49.893,22,8,0,0,2,0.0,46.99,804.777,2,1416.911,46.99,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8322106552357624,0.45499081445192896,0.7691365584813227,0.7064298836497245,False,,,,
ATP-HTVS-DF8AF7E8BFB3,30433,m_270004bbb____12219716____9143636,30433-4,16,-5.97841732994679,-5.98291732994679,-60.571791015161,-41.6428880691528,-32.2239799499512,-9.41890811920166,8.37994956970215,0.0045,-0.213514904640957,-0.64835700404366,-1.37999425371195,4.5,0,0.0077885,0,0,1,-5.092,1,0.0172966,4.493,1.0,0.136,34.893,169.472,0.9279439,3,0,21,9.078,3.18730574448722,5,370.493,3,1,28,100.0,373.408,35.087,0.27,-5.205,0.659,-2.238,12.399,4.433,17.178,8.24,-2.828,1153.203,638.473,39.631,21,7,0,0,0,0.0,0.0,577.773,0,1167.27,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9736680955296999,0.7385180649112064,0.9846907532149418,0.9053276178812002,False,,,,
ATP-HTVS-DF95DE08029D,59970,m_2230bdc____14772912____666418,59970-2,1271,-1.58336500416447,-1.59076500416447,-36.2967608986172,-33.1731110811234,-32.5694923400879,-0.603618741035461,0.32202485203743,0.0074,-0.0545987932470507,-0.167744790966775,-0.362550435281453,4.5,0,0.0069718,0,0,1,-5.798,2,0.013181,3.911,1.0,0.654,57.262,48.496,0.827462,3,0,18,9.172,0.0006125781817495,6,416.829,3,2,29,100.0,356.249,39.834,0.734,-6.749,0.816,-3.19,11.917,4.878,18.906,9.605,-5.642,707.591,3809.03,42.411,23,2,0,0,0,0.0,111.904,645.46,1,1160.589,183.452,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.04102878138395591,0.03735456215554195,0.052663808940600125,0.04225352112676056,False,,,,
ATP-HTVS-DF96FF74234A,32323,m_270004bbb____8288884____7548974,32323-1,24,-5.71357845935537,-5.92547845935537,-72.222316622921,-48.3367776870728,-33.7905616760254,-14.5462160110474,8.18562316894531,0.2119,-0.197019946874323,-0.605307697098297,-1.30826458334357,8.0,0,0.0101689,0,0,2,-3.647,2,0.021551,5.48,1.0,1.125,57.236,320.869,0.7668591,3,0,17,9.005,0.0002916234285398,6,428.979,5,0,29,90.342,298.813,58.345,0.499,-8.182,0.439,-4.879,14.879,3.959,21.771,11.653,-4.289,176.575,371.193,47.324,17,8,0,0,0,0.0,0.0,786.716,0,1393.327,109.798,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9522351500306185,0.9583588487446417,0.9650949173300674,0.9566442131047153,False,,,,
ATP-HTVS-DFB30BBC8B3D,65474,m_270004bbb____21668748____7547626,65474-1,424,-4.03350461774628,-4.29080461774628,-58.5774598597626,-43.8735837936401,-34.3856887817383,-9.48789501190186,3.68278956413269,0.2573,-0.118632488757244,-0.384323210141131,-0.891114306032511,6.5,0,0.0084692,0,0,2,-5.119,2,0.0159925,4.853,1.0,0.192,38.042,339.178,0.8155768,3,0,28,8.634,0.0024580490700039,9,451.613,5,4,34,100.0,390.266,44.445,0.497,-7.83,0.997,-4.203,15.103,4.952,22.075,10.582,-4.061,268.503,146.174,51.366,28,8,0,0,1,0.0,0.0,767.486,1,1472.499,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.43233312921004285,0.6595223515003061,0.355786895284752,0.4851806491120637,False,,,,
ATP-HTVS-DFD60D9DE448,62242,m_272430bbb____11499548____10044804,62242-1,224,-4.57804859655042,-4.60544859655042,-61.299650187474,-42.9405307769775,-34.205810546875,-8.73472023010254,2.56824612617493,0.0274,-0.152601619885014,-0.47416871323035,-1.04018252297094,4.5,0,0.0124579,0,0,1,-5.963,0,0.019104,4.809,3.0,0.875,87.224,89.138,0.877994,3,0,21,8.95,0.120245387405535,6,420.5,4,0,30,100.0,389.751,66.969,-0.128,-6.091,0.575,-3.049,13.607,4.207,20.952,11.552,-3.495,367.838,393.449,40.878,21,8,0,0,0,0.0,26.84,625.647,0,1210.554,59.535,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6693202694427434,0.7611757501530925,0.7330067360685855,0.7096142069810165,False,,,,
ATP-HTVS-DFE69C12D963,69825,rxn512c____EMOL35875322____EMOL523944____EMOL2873214,69825-1,511,-3.79268187707389,-3.83578187707389,-48.8012169348933,-38.6758012771606,-32.9814872741699,-5.69431400299072,6.61701393127441,0.0431,-0.114929753850724,-0.368641130584515,-0.843472812005448,6.5,0,0.0,0,0,2,-5.874,1,0.0846387,11.085,0.0,0.76,91.197,250.082,0.7983391,3,0,21,8.051,4.5613466012e-05,6,454.589,5,0,33,87.673,412.038,65.984,-0.018,-8.212,0.754,-5.106,15.457,4.488,21.67,9.657,-4.893,84.116,55.987,50.745,21,8,0,0,0,0.0,0.0,776.693,0,1451.804,23.376,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.33190447030006126,0.26148193508879364,0.31414574402939377,0.30722596448254746,False,,,,
ATP-HTVS-E0074D38582E,55073,m_271304bba____12332452____9305016,55073-1,317,-4.28399404678728,-4.36429404678728,-52.8625642317771,-39.0037612915039,-30.9182968139648,-8.08546447753906,2.28419733047485,0.0803,-0.133874813962103,-0.425026040539968,-0.959303044342926,5.0,1,0.0086557,0,0,1,-6.117,-2,0.0469551,8.245,2.0,0.243,125.216,163.416,0.7576298,1,0,23,8.916,2.19980971547e-05,6,425.529,5,0,32,78.909,528.29,79.296,-1.035,-6.892,0.946,-3.165,17.011,3.956,23.359,11.999,-7.122,40.642,21.834,51.053,23,9,0,0,1,0.0,0.0,816.922,2,1447.802,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5260257195345989,0.4237599510104103,0.5407225964482547,0.4982853643600735,False,,,,
ATP-HTVS-E00D3A602E3C,48993,m_282030aaa____21928756____22360182____21960652,48993-1,528,-3.76791451201623,-3.81591451201623,-42.5970048058077,-33.1631650924683,-28.0423164367676,-5.12084865570068,4.13340616226196,0.048,-0.117747328500507,-0.373824465824442,-0.843738768710884,5.0,0,0.0154765,0,0,0,-6.814,-2,0.0145888,4.402,4.5,0.517,116.68,220.787,0.8526332,3,0,22,7.938,0.280205620350946,7,426.563,6,0,32,100.0,347.867,80.174,-1.109,-5.576,0.551,-1.484,14.811,4.462,24.072,13.838,-4.698,775.213,375.688,43.9,22,10,0,0,1,0.0,0.0,685.334,0,1328.157,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.32088181261481935,0.11635027556644213,0.3490508266993264,0.2651561543172076,False,,,,
ATP-HTVS-E027274C2018,1953,YAS_R004____OTV1506428____OTV2084332____OTV1055862,1953-1,336,-4.22789681101212,-4.31329681101212,-50.8994192800299,-38.2891578674316,-29.7693328857422,-8.51982498168945,1.99847233295441,0.0854,-0.150996314679004,-0.458513743438845,-0.975922720426035,5.2,0,0.0104954,0,0,0,-5.981,0,0.0472958,7.594,2.0,1.002,81.913,121.339,0.7878105,1,0,22,8.306,0.0288820139436968,6,373.429,4,0,28,100.0,450.581,54.83,-0.563,-7.114,0.598,-0.866,13.507,4.724,20.763,11.772,-6.246,1656.223,1541.105,43.099,22,6,0,0,1,0.0,46.849,700.682,1,1219.458,46.849,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.49969381506429883,0.34782608695652173,0.7219840783833436,0.49859154929577465,False,,,,
ATP-HTVS-E0444895C82B,63873,m_282030aaa____21928796____23157418____21941636,63873-1,259,-4.46030894923791,-4.51430894923791,-56.0531601511727,-43.0094814300537,-35.1566772460938,-7.85280418395996,6.4197793006897,0.054,-0.139384654663685,-0.442518694371497,-0.998784757164343,6.0,0,0.0161068,0,0,1,-5.544,0,0.0391038,7.276,3.5,0.612,76.507,248.783,0.8492016,3,0,22,7.941,0.10216179465754,7,426.563,6,0,32,100.0,371.619,71.142,-0.288,-6.47,0.612,-2.819,14.693,4.248,24.027,13.495,-3.802,464.82,239.114,45.792,22,9,0,0,1,0.0,0.0,696.909,0,1353.733,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6086956521739131,0.5597060624617268,0.6031843233312921,0.592896509491733,False,,,,
ATP-HTVS-E05E864FAEC7,61057,m_270004bbb____12219716____10115208,61057-1,405,-4.04070251326538,-4.09030251326538,-49.0219709562361,-40.0801033973694,-34.816219329834,-5.2638840675354,10.48011302948,0.0496,-0.134690083775513,-0.418513406062439,-0.918091637994061,6.0,0,0.0086987,0,0,1,-5.143,1,0.0548156,8.424,1.0,0.117,42.695,236.589,0.8328909,3,0,21,9.012,0.227653947528143,6,402.492,5,1,30,100.0,410.476,54.831,0.07,-6.92,0.624,-2.155,13.652,4.564,19.972,10.071,-4.093,972.574,531.099,44.445,21,8,0,0,0,0.0,0.0,689.76,0,1294.737,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.43600734843845684,0.2706674831598285,0.5474586650336803,0.40869565217391307,False,,,,
ATP-HTVS-E0849D225AC7,3554,YAT_R021a____OTV1262439____OTV0133160093____OTV999670,3554-1,292,-4.39783568323463,-4.39783568323463,-51.1261346093552,-41.3728904724121,-36.7187995910645,-4.65409088134766,6.35589790344238,0.0,-0.137432365101082,-0.436320561367813,-0.984795289949293,6.25,0,0.0088696,0,0,0,-6.663,0,0.0702464,9.636,1.0,0.933,74.863,185.639,0.8266568,3,0,22,8.638,0.115665405317702,4,424.498,5,0,32,100.0,444.152,65.47,-0.528,-6.455,0.729,-0.759,14.369,4.971,21.528,11.243,-5.806,1931.835,1007.975,47.138,22,6,0,0,1,0.0,0.0,704.655,0,1321.919,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5780771586037967,0.3570116350275566,0.5774647887323944,0.5116350275566441,False,,,,
ATP-HTVS-E08CF4D489F1,75427,rxn102c____EMOL49832880____EMOL27484968,75427-1,75,-5.31324249686981,-5.65784249686981,-61.0805469386267,-43.4836530685425,-31.5882263183594,-11.8954267501831,17.5117034912109,0.3446,-0.171394919253865,-0.538416682645971,-1.19829901437137,5.5,0,0.0136634,0,0,1,-5.806,0,0.0597471,9.134,4.0,1.016,94.308,101.326,0.750418,3,0,23,7.435,0.0012356179764888,5,430.939,6,0,31,100.0,537.744,72.641,-0.521,-8.861,0.671,-2.562,17.374,4.856,26.186,15.272,-5.981,315.118,388.043,49.08,23,9,0,0,1,0.0,0.0,805.072,2,1396.238,71.694,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8958971218616044,0.7526025719534599,0.8720146968769137,0.848132271892223,False,,,,
ATP-HTVS-E08F75BAC913,81122,rxn502b____EMOL2730723____EMOL13728749____EMOL50155899,81122-1,814,-3.00245958119247,-3.08085958119247,-46.8244028245603,-38.1018352508545,-31.3261528015137,-6.77568244934082,3.79489636421204,0.0784,-0.0834016550331242,-0.275386197027832,-0.655055563532547,8.5,0,0.0159011,0,0,1,-5.928,1,0.0105351,3.902,2.0,1.142,112.348,257.844,0.817865,3,0,22,8.357,0.0027278236048773,6,486.545,7,0,36,91.806,338.961,91.882,-0.525,-6.822,0.521,-3.691,14.943,3.963,24.502,14.162,-4.561,212.522,185.232,49.797,22,8,1,0,0,0.0,46.821,755.974,0,1445.556,46.821,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.15860379669320268,0.20698101653398654,0.131047152480098,0.1676056338028169,False,,,,
ATP-HTVS-E0D09F3A28CB,93633,rxn102c____EMOL4852476____EMOL725234,93633-2,122,-4.91671011948012,-4.98141011948012,-52.0389283341498,-39.4342803955078,-29.731559753418,-9.70272064208984,8.82371234893799,0.0647,-0.163890337316004,-0.509245382942682,-1.1171301109934,6.0,0,0.0079455,0,0,1,-6.028,1,0.0428116,7.626,1.0,0.127,75.959,245.973,0.7854728,1,0,24,8.33,0.0001372686489936,5,397.522,5,4,30,100.0,433.212,54.669,-0.22,-7.795,0.861,-2.88,14.756,4.742,21.305,11.051,-6.582,470.419,242.228,48.489,24,6,0,0,1,0.0,0.0,755.144,1,1358.294,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7936313533374157,0.3974280465401102,0.8230251071647275,0.6806491120636865,False,,,,
ATP-HTVS-E0E8748999A4,82849,rxn502b____EMOL4351685____EMOL13728749____EMOL50155899,82849-1,148,-4.79768009667288,-4.85518009667288,-63.3405000601848,-46.9224996566772,-37.6412162780762,-9.28128337860107,5.4166693687439,0.0575,-0.145384245353724,-0.466324957469102,-1.06697921244197,7.5,0,0.0149556,0,0,1,-5.787,1,0.0299538,6.399,2.0,0.853,59.993,210.985,0.839935,3,0,22,8.191,0.114670079807642,7,459.977,6,0,33,100.0,396.642,66.23,0.015,-6.74,0.52,-2.522,14.832,4.306,23.191,13.098,-4.081,666.629,596.611,47.206,22,8,0,0,1,0.0,0.0,709.208,0,1367.041,41.589,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7581139007960809,0.8248622167789345,0.676056338028169,0.7617268830373546,False,,,,
ATP-HTVS-E124973F868C,75906,rxn502c____EMOL44385606____EMOL49259969____EMOL50155899,75906-1,68,-5.38528221036345,-5.42538221036345,-65.0229926963734,-46.6873722076416,-34.7332916259766,-11.954080581665,4.74318265914917,0.0401,-0.153865206010384,-0.503303291094322,-1.18218896507387,7.5,0,0.0088913,0,0,2,-6.263,1,0.061806,9.75,1.0,0.881,87.553,272.007,0.7638961,3,0,21,7.855,5.1741154041e-06,7,486.606,5,0,35,90.241,429.899,67.236,-0.05,-8.855,0.895,-4.88,16.454,4.821,24.377,12.155,-6.094,91.082,89.852,53.722,21,9,0,0,2,0.0,40.876,843.52,1,1537.967,54.061,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9087568891610532,0.8683404776484996,0.7409675443968157,0.8630740967544397,False,,,,
ATP-HTVS-E14A9B461B4E,20705,Shen____49239300____25682261____40180766,20705-2,7,-6.20297626676873,-6.23897626676873,-66.9054750427596,-48.8470773696899,-39.0586090087891,-9.78846836090088,20.2920970916748,0.036,-0.182440478434374,-0.591036326271974,-1.37041144492014,6.0,0,0.012962,0,0,2,-5.208,1,0.0028058,2.032,3.0,0.728,66.601,189.482,0.7802673,3,0,23,9.357,0.0003619283948236,6,456.562,5,0,34,94.096,507.512,66.819,0.243,-8.96,0.952,-4.316,16.5,4.872,25.255,14.106,-4.785,143.92,120.548,52.434,23,8,0,0,0,0.0,38.157,801.752,1,1471.22,38.157,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9871402327005512,0.898958971218616,0.9179424372320881,0.946846295162278,False,,,,
