rdkit_canonical_smiles,scaffold,organism_species,unit_normalized,compound_ids,measurement_count,activity_value_median,activity_value_min,activity_value_max,label_log10,source_level,confidence,reference_count,sample_weight
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4ncn(C)c4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4nc[nH]c4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL302763,2,4.015,0.03,8.0,0.6036855496146997,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4oc(C)nc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ocnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL302334,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4occc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4occc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL264617,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4sc(C(=O)O)cc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL69819,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4sc(C)cc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL307528,1,1.0,1.0,1.0,0.0,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4sc(C)nc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4scnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL431764,2,1.015,0.03,2.0,0.006466042249231681,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4sc(N)cc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL303949,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4scc(C(=O)O)c4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL306420,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL420180,2,1.0075,0.015,2.0,0.003245054813147085,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4scnc4c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4scnc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66986,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(CC(=O)O)c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL3349031,8,4.03,0.015,32.0,0.6053050461411095,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(Cl)c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL2115113,2,8.03,0.06,16.0,0.9047155452786809,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(S(=O)(=O)O)c3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL2114044,2,32.0625,0.125,64.0,1.5059973824558914,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c(N)cccc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ccccc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL303107,2,1.0075,0.015,2.0,0.003245054813147085,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c(O)cccc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ccccc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL302343,2,4.015,0.03,8.0,0.6036855496146997,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1cscn1,Acinetobacter baumannii,μg/mL,CHEMBL65794,7,4.0,2.0,128.0,0.6020599913279624,B,high,2,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL65794,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCCC4)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4c3CCCC4)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL1631107,2,2.015,0.03,4.0,0.3042750504771283,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4cc(O)ccc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ccccc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL65904,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4cc[nH]c43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4cc[nH]c43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL63609,2,32.03,0.06,64.0,1.5055569386638217,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ccc(O)cc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ccccc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL67550,2,2.015,0.03,4.0,0.3042750504771283,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ccccc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ccccc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL70167,2,1.0075,0.015,2.0,0.003245054813147085,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ccoc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ccoc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL419626,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ccsc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ccsc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL67045,2,2.015,0.03,4.0,0.3042750504771283,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ncccc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4ncccc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL308191,2,2.03,0.06,4.0,0.3074960379132129,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4occc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4occc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL303655,2,4.03,0.06,8.0,0.6053050461411095,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4sccc43)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3cccc4sccc43)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL430563,2,0.515,0.03,1.0,-0.28819277095880896,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL304588,2,2.015,0.03,4.0,0.3042750504771283,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL304311,2,16.125,0.25,32.0,1.2074997233073055,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccsc3)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccsc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66055,2,4.0625,0.125,8.0,0.6087933739869308,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc(CCO)c3C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccsc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL304987,2,2.015,0.03,4.0,0.3042750504771283,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc(CCOC(C)=O)c3C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccsc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66890,2,4.0075,0.015,8.0,0.6028735310261825,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc(CCOC=O)c3C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccsc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66239,2,2.0075,0.015,4.0,0.3026555539507185,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc4c3CCC4)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3csc4c3CCC4)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL306006,2,2.03,0.06,4.0,0.3074960379132129,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc4c3CCCC4)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3csc4c3CCCC4)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL66707,2,1.015,0.03,2.0,0.006466042249231681,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cscc3C)CS[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccsc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL307749,2,4.03,0.06,8.0,0.6053050461411095,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C([n+]3cc(C)ccc3C)CC[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C([n+]3ccccc3)CC[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL81414,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C([n+]3ccc(C)c(C)c3)CC[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C([n+]3ccccc3)CC[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL312237,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C([n+]3ccc4c(c3)ncn4C)CC[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C([n+]3ccc4[nH]cnc4c3)CC[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL431984,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C([n+]3cccc4c3CCC4)CC[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C([n+]3cccc4c3CCC4)CC[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL3559477,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C([n+]3cccc4c3CCCC4)CC[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C([n+]3cccc4c3CCCC4)CC[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL81154,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C([n+]3ccccc3)CC[C@H]12)c1csc(N)n1,N=C(C(=O)N[C@@H]1C(=O)N2C=C([n+]3ccccc3)CC[C@H]12)c1cscn1,Pseudomonas aeruginosa,μg/mL,CHEMBL278189,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
CO/N=C(\C(=O)N[C@H]1CN2CC(C#N)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)N[C@H]1CN2CC=CN2C1=O)c1cscn1,Escherichia coli,μg/mL,CHEMBL111296,5,0.25,0.25,7.87,-0.6020599913279624,B,high,1,1.0
CO/N=C(\C(=O)N[C@H]1CN2CC(C#N)=C(C(=O)O)N2C1=O)c1csc(N)n1,N=C(C(=O)N[C@H]1CN2CC=CN2C1=O)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL111296,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CO/N=C1/CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,N=C1CCN(c2ccc3c(=O)ccn(-c4ccccc4)c3c2)C1,Klebsiella pneumoniae,μg/mL,CHEMBL32394,1,0.78,0.78,0.78,-0.10790539730951958,B,high,1,1.0
CO/N=C1/CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,N=C1CCN(c2ccc3c(=O)ccn(-c4ccccc4)c3c2)C1,Pseudomonas aeruginosa,μg/mL,CHEMBL32394,2,6.2,6.2,6.2,0.7923916894982539,B,high,1,1.0
CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,N=C1CCN(c2ccc3c(=O)ccn(-c4ccccc4)c3n2)C1,Klebsiella pneumoniae,μg/mL,CHEMBL29152,1,0.78,0.78,0.78,-0.10790539730951958,B,high,1,1.0
CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,N=C1CCN(c2ccc3c(=O)ccn(-c4ccccc4)c3n2)C1,Pseudomonas aeruginosa,μg/mL,CHEMBL29152,2,6.2,6.2,6.2,0.7923916894982539,B,high,1,1.0
CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,Klebsiella pneumoniae,μg/mL,CHEMBL31949,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CO/N=C1\CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,Pseudomonas aeruginosa,μg/mL,CHEMBL31949,2,2.33,1.56,3.1,0.367355921026019,B,high,1,1.0
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1,Acinetobacter baumannii,μg/mL,CHEMBL430,4,50.15,0.3,100.0,1.7002709373564369,B,high,2,1.0
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],c1ccc2[nH+]cc[nH+]c2c1,Escherichia coli,μg/mL,CHEMBL13779,1,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
COC(=O)Oc1cc(Br)cc(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2cc(Br)cc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Pseudomonas aeruginosa,μg/mL,CHEMBL269183,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
COC(=O)Oc1cc(Cl)c(Cl)c(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2c(Cl)c(Cl)cc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Escherichia coli,μg/mL,CHEMBL407629,1,0.02,0.02,0.02,-1.6989700043360187,B,high,1,1.0
COC(=O)Oc1cc(Cl)c(Cl)c(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2c(Cl)c(Cl)cc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Pseudomonas aeruginosa,μg/mL,CHEMBL407629,2,0.07500000000000001,0.05,0.1,-1.1249387366083,B,high,1,1.0
COC(=O)Oc1cc(Cl)cc(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2cc(Cl)cc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Escherichia coli,μg/mL,CHEMBL385490,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
COC(=O)Oc1cc(Cl)cc(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2cc(Cl)cc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Pseudomonas aeruginosa,μg/mL,CHEMBL385490,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2cccc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Escherichia coli,μg/mL,CHEMBL322449,1,0.02,0.02,0.02,-1.6989700043360187,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2cccc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Klebsiella pneumoniae,μg/mL,CHEMBL322449,1,0.005,0.005,0.005,-2.3010299956639813,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(C)CCCN(CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)c2cccc(OC(=O)OC)c2OC(=O)OC)c1OC(=O)OC,O=C(CN(CCCNC(=O)c1ccccc1)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Pseudomonas aeruginosa,μg/mL,CHEMBL322449,2,0.175,0.04,0.31,-0.7569619513137056,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(CCCCn2c(=O)oc3c(OC(=O)OC)cccc3c2=O)CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)c1OC(=O)OC,O=C(CN(CCCCn1c(=O)oc2ccccc2c1=O)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Escherichia coli,μg/mL,CHEMBL103047,1,0.01,0.01,0.01,-2.0,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(CCCCn2c(=O)oc3c(OC(=O)OC)cccc3c2=O)CC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)c1OC(=O)OC,O=C(CN(CCCCn1c(=O)oc2ccccc2c1=O)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Pseudomonas aeruginosa,μg/mL,CHEMBL103047,2,0.098,0.04,0.156,-1.0087739243075051,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(CCCn2c(=O)oc3c(OC(=O)OC)cccc3c2=O)C(C)C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)c1OC(=O)OC,O=C(CN(CCCn1c(=O)oc2ccccc2c1=O)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Escherichia coli,μg/mL,CHEMBL318330,1,0.4,0.4,0.4,-0.3979400086720376,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(CCCn2c(=O)oc3c(OC(=O)OC)cccc3c2=O)C(C)C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)c1OC(=O)OC,O=C(CN(CCCn1c(=O)oc2ccccc2c1=O)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Pseudomonas aeruginosa,μg/mL,CHEMBL318330,2,1.61,0.1,3.12,0.20682587603184974,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(CCCn2c(=O)oc3c(OC(=O)OC)cccc3c2=O)C(C)CCC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)c1OC(=O)OC,O=C(CCCN(CCCn1c(=O)oc2ccccc2c1=O)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Escherichia coli,μg/mL,CHEMBL322864,1,1.56,1.56,1.56,0.1931245983544616,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(CCCn2c(=O)oc3c(OC(=O)OC)cccc3c2=O)C(C)CCC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)c1OC(=O)OC,O=C(CCCN(CCCn1c(=O)oc2ccccc2c1=O)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Klebsiella pneumoniae,μg/mL,CHEMBL322864,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
COC(=O)Oc1cccc(C(=O)N(CCCn2c(=O)oc3c(OC(=O)OC)cccc3c2=O)C(C)CCC(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)c1OC(=O)OC,O=C(CCCN(CCCn1c(=O)oc2ccccc2c1=O)C(=O)c1ccccc1)NC(C(=O)NC1C(=O)N2CCSC12)c1ccccc1,Pseudomonas aeruginosa,μg/mL,CHEMBL322864,2,1.61,0.1,3.12,0.20682587603184974,B,high,1,1.0
