compound_id,compound_code,canonical_smiles,scaffold,historical_HTVS_score,docking_rank_utility,reference_similarity,parent_reference_similarity,reference_compound,reference_key,reference_doi,source_file
ATP-HTVS-6F734E803CC4,90177,COc1ccccc1CC(=O)Nc1nc2ccccc2cc1N(C)[C@H](C#N)c1ccccc1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,-3.31592375333773,0.19546568627450978,0.3684210526315789,0.35526315789473684,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-6F858A0E8812,50979,COc1ccc(C[NH2+]C[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)c(F)c1,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1,-5.74835431316884,0.9577205882352942,0.2441860465116279,0.30120481927710846,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-6FE04A77CC41,71777,COc1ccccc1C(=O)Nc1ncc(NCc2cccc(C[NH+](C)C)c2)c2ccccc12,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-5.24355766827584,0.8854166666666666,0.22988505747126436,0.24096385542168675,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-702B49CD2E82,75043,[NH3+]CCN(c1ccccc1)c1c(NCc2ccccc2)c(Cl)c(O)c2ccccc12,c1ccc(CNc2ccc3ccccc3c2Nc2ccccc2)cc1,-3.57940560478986,0.2555147058823529,0.19736842105263158,0.21518987341772153,WSA249,YEMLSUARMQTHJO-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-7075BC6FC110,40003,CN(Cc1cccnc1Cl)c1nc(NCc2ccc(C[NH+](C)C)cc2)[nH+]c2ccccc12,c1ccc(CNc2nc(NCc3cccnc3)c3ccccc3[nH+]2)cc1,-4.74222818605179,0.7352941176470589,0.23376623376623376,0.36363636363636365,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-708569B81B35,91521,C[NH+](C)Cc1ccc(CNC(=O)c2[nH]c3ccccc3c2C#C[C@@H](O)c2cccc(Cl)c2)cc1,O=C(NCc1ccccc1)c1[nH]c2ccccc2c1C#CCc1ccccc1,-4.2478476367007,0.508578431372549,0.20652173913043478,0.2692307692307692,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-70C7181F988B,22946,CC[N@H+](C)Cc1cccc(CNCc2nc3ccccc3n2Cc2ccc(Cl)cc2)c1,c1ccc(CNCc2nc3ccccc3n2Cc2ccccc2)cc1,-3.59148496402518,0.2579656862745098,0.2894736842105263,0.3188405797101449,WSA249,YEMLSUARMQTHJO-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-70E37A6C21BA,87747,COc1ccc([C@@H](C#N)Nc2cc3ccccc3nc2NC(=O)c2ccccc2C[NH+](C)C)cc1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,-4.35087995786348,0.5575980392156863,0.31645569620253167,0.3,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-7191B1059E2A,91041,Cc1cc(NC(=O)c2ccccc2)ncc1NCc1ccc(C[NH+](C)C)cc1,O=C(Nc1ccc(NCc2ccccc2)cn1)c1ccccc1,-3.50652486081889,0.23406862745098034,0.21794871794871795,0.3181818181818182,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-71BAC3B18036,84419,CC[NH+](CC)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)c2ccc(C#N)c(F)c2)c1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,-3.52001493936005,0.23835784313725494,0.26436781609195403,0.26744186046511625,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-71BF5DD28E53,57729,O[C@@H](CN[C@@H](c1ccccc1)c1cc2ccccc2o1)c1ccc(F)c(Cl)c1,c1ccc(CCNC(c2ccccc2)c2cc3ccccc3o2)cc1,-2.57161786217853,0.125,0.2077922077922078,0.19736842105263158,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-71D6C35FE659,77570,C[C@H](C(=O)Nc1c(N(CC#N)c2ccccc2)cnc2ccccc12)c1ccc(Cl)cc1,O=C(Cc1ccccc1)Nc1c(Nc2ccccc2)cnc2ccccc12,-3.36599142927644,0.210171568627451,0.24096385542168675,0.24096385542168675,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-7201DD4C282A,6657,C[NH+](C)Cc1ccccc1Nc1nc(-c2ccccc2)nc2ccccc12,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,-4.54898540263524,0.6519607843137255,0.22666666666666666,0.3,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-72573E055255,65475,Cc1ccc(NNC(=O)Cn2c(COc3ccccc3)nc3ccccc32)cc1F,O=C(Cn1c(COc2ccccc2)nc2ccccc21)NNc1ccccc1,-3.92562679842299,0.3841911764705882,0.2597402597402597,0.2597402597402597,Ward2024 compound 19,PXXYITLVUSHXPN-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-72B2F4D4EA61,85379,C[NH+](C)Cc1cccc(CN[C@@H](C#Cc2ccc(C(=O)[O-])cc2)c2cc3ccccc3o2)c1,C(#CC(NCc1ccccc1)c1cc2ccccc2o1)c1ccccc1,-4.91391215989633,0.7922794117647058,0.25,0.28,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-72BD9FFCF62D,59458,[NH3+][C@H](CNc1nc(NCc2ccccc2)c2ccccc2[nH+]1)c1ccccc1Br,c1ccc(CCNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-5.81227878859071,0.9638480392156863,0.20512820512820512,0.22666666666666666,WSA249,YEMLSUARMQTHJO-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-72D66A1ED57F,85633,C[NH+](C)Cc1ccccc1C(=O)Nc1nc2ccccc2cc1N(CC(=O)NN)c1ccc(F)cc1,O=C(Nc1nc2ccccc2cc1Nc1ccccc1)c1ccccc1,-4.22519133387632,0.49693627450980393,0.27058823529411763,0.30666666666666664,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-72E6B3102DA2,29953,CN(C)Cc1cccc(CNc2nc3ccccc3nc2NCc2ccc(Br)cc2)c1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-1.61026209167292,0.04350490196078427,0.40350877192982454,0.40350877192982454,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-7317133B38FB,3522,C[C@@H](Cc1ccccc1)c1nc(NC[C@H](c2ccc(O)cc2)[NH+](C)C)c2ccccc2n1,c1ccc(CCNc2nc(CCc3ccccc3)nc3ccccc23)cc1,-4.41507729181029,0.5839460784313726,0.2631578947368421,0.2702702702702703,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-73425E104865,17794,C[NH+](C)Cc1ccc(C(=O)NCc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,O=C(NCc1cn(-c2ccccc2)nc1-c1ccncc1)c1ccccc1,-4.28499138555534,0.5263480392156863,0.21951219512195122,0.28169014084507044,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-736CCC940701,87841,C[NH+](C)Cc1cc(O)ccc1C#CCNC(=O)c1cc(-c2ccccc2)nc2ccccc12,O=C(NCC#Cc1ccccc1)c1cc(-c2ccccc2)nc2ccccc12,-4.63018250986832,0.6887254901960784,0.24691358024691357,0.2777777777777778,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-738A9E09AC53,76002,C[C@H](C#N)N(c1ccccc1)c1cc2ccccc2nc1NC(=O)Cc1ccc(F)cc1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1Nc1ccccc1,-3.47106866595984,0.227328431372549,0.3466666666666667,0.32894736842105265,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-7398D4493E72,77633,C[C@@H](Nc1ccc(O)cc1C[NH+](C)C)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,O=c1c2ccccc2cc(CNc2ccccc2)n1-c1ccccc1,-5.00867591595487,0.8259803921568627,0.23809523809523808,0.24096385542168675,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-73D804AB38E4,60195,C[NH+](C)Cc1cccc(CNc2nc(NCc3ccc(OCCO)cc3)c3ccccc3[nH+]2)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-3.71118681470914,0.29350490196078427,0.24719101123595505,0.32857142857142857,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-7418424385E1,74179,CCN(C(=O)c1cc(NCc2cccc(C[NH+](C)C)c2)c(Cl)s1)c1ccccc1Cl,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1,-3.69780098901514,0.2910539215686274,0.1724137931034483,0.2236842105263158,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-74641C70E223,90850,CN(c1c(NC(=O)c2cccc(Cl)c2Cl)c[nH+]c2ccccc12)[C@H](C#N)c1ccccc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-4.07128760060566,0.44424019607843135,0.15555555555555556,0.1956521739130435,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-74C5B06FA80B,35331,CC[N@@H+](C)Cc1ccc(C(=O)NC[C@@H]2c3ccccc3C(=O)N2Cc2ccccc2)cc1,O=C(NCC1c2ccccc2C(=O)N1Cc1ccccc1)c1ccccc1,-4.00048611288079,0.41727941176470584,0.19540229885057472,0.20930232558139536,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-74E2CC654FC3,78466,C#Cc1ccccc1C(=O)N(C)Cc1sc2ccccc2c1NCc1ccc(NCCO)cc1,O=C(NCc1sc2ccccc2c1NCc1ccccc1)c1ccccc1,-4.29443214148555,0.5287990196078431,0.18181818181818182,0.18181818181818182,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-750E4CFCB0FA,69826,CN(C(=O)c1sc2ccccc2c1NCc1ccc(C[NH+](C)C)cc1)c1ccc(C#N)cc1,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,-3.5320177631311,0.24325980392156865,0.20253164556962025,0.273972602739726,Ward2024 compound 11,IIRFHYMEOYQCBC-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-7598FFEE7603,72739,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)Cc3ccc([N+](=O)[O-])cc3)c3ccccc23)c1,O=C(Cc1ccccc1)Nc1ncc(NCc2ccccc2)c2ccccc12,-3.31860378293044,0.1966911764705882,0.2235294117647059,0.2597402597402597,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-75A4DAB7424E,78401,[NH3+][C@H](C#Cc1c(NC(=O)C#Cc2ccccc2)cnc2ccccc12)Cc1cccc(F)c1,O=C(C#Cc1ccccc1)Nc1cnc2ccccc2c1C#CCCc1ccccc1,-4.68169985382182,0.7113970588235294,0.24175824175824176,0.24705882352941178,compound 19 (Steed 2022),DHQKBEDPXLHXAJ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-75AC094BF9E0,89827,C[NH+](C)[C@H](Cc1cc(-c2cccnc2)nc2ccccc12)c1ccc(Cl)cc1,c1ccc(CCc2cc(-c3cccnc3)nc3ccccc23)cc1,-3.90237637645863,0.37316176470588236,0.2375,0.26582278481012656,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-75B300C751D2,33282,C[NH+]1CCN(c2ccc(C[NH2+]Cc3nc4ccccc4n3Cc3ccccc3)cc2)CC1,c1ccc(Cn2c(C[NH2+]Cc3ccc(N4CC[NH2+]CC4)cc3)nc3ccccc32)cc1,-4.36361801713931,0.5631127450980392,0.24675324675324675,0.35714285714285715,WSA249,YEMLSUARMQTHJO-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-75F52EFCCD23,94273,Cc1nc(F)c(C(=O)Nc2ccccc2NC(C)C)cc1N(CC#N)c1ccccc1,O=C(Nc1ccccc1)c1cncc(Nc2ccccc2)c1,-3.60273850692444,0.26102941176470584,0.23170731707317074,0.23170731707317074,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-76416D54A342,23331,Cc1cc(F)cc(CN2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)c1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-1.56425662177434,0.03860294117647056,0.21951219512195122,0.21951219512195122,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-767E37D8A78C,74498,CN(C(=O)c1sc(Cl)cc1NCc1ccc(C[NH+](C)C)cc1)c1ccccc1N,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1,-3.33590904639428,0.2009803921568627,0.20238095238095238,0.2857142857142857,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-7694DCD97798,36195,OC[C@H](NCc1cc(OCc2ccccc2)c2ccccc2c1)c1cccc(F)c1F,c1ccc(CNCc2cc(OCc3ccccc3)c3ccccc3c2)cc1,-3.91202102521058,0.37806372549019607,0.2894736842105263,0.2894736842105263,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-76CE1997AF40,20163,C[NH+](C)Cc1ccc(CNc2ccc(-c3cccc(C#N)c3)s2)cc1,c1ccc(CNc2ccc(-c3ccccc3)s2)cc1,-4.09464764435884,0.4540441176470589,0.1794871794871795,0.2923076923076923,WSA294,FPTVNOKSIHPUTA-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-76EB0BEAC1B9,37825,C[NH+](C)Cc1ccc(CNc2nc(NCc3ccc(F)cc3N)c3ccccc3[nH+]2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-4.07456484266098,0.4473039215686274,0.23255813953488372,0.4,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-772EF906400E,20706,Cc1cc(-c2cc(CC[NH2+]Cc3ccccc3)n(C(=O)[C@@](C)(N)c3ccccc3)n2)ccc1F,O=C(Cc1ccccc1)n1nc(-c2ccccc2)cc1CC[NH2+]Cc1ccccc1,-5.7472783149045,0.9571078431372549,0.1919191919191919,0.26582278481012656,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-773D20A649CC,79681,C[NH+](C)Cc1ccc(CNc2cnc(NC(=O)c3cccc(F)c3C#N)c(-n3cccc3)c2)cc1,O=C(Nc1ncc(NCc2ccccc2)cc1-n1cccc1)c1ccccc1,-2.3269318805952,0.1029411764705882,0.19791666666666666,0.25925925925925924,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-7743C5ABCFDD,93987,N#CN(c1ccccc1)c1cnc2ccccc2c1NC(=O)c1cccc(F)c1,O=C(Nc1c(Nc2ccccc2)cnc2ccccc12)c1ccccc1,-3.20517045360338,0.17953431372549022,0.21839080459770116,0.1927710843373494,compound 19 (Steed 2022),DHQKBEDPXLHXAJ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-7752C713B971,90178,CN(C[C@@H]([NH3+])c1ccccc1)c1ncc(C(=O)Nc2ccc(Cl)cc2)c2ccccc12,O=C(Nc1ccccc1)c1cnc(NCCc2ccccc2)c2ccccc12,-5.14328146211405,0.8645833333333334,0.2,0.21518987341772153,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-776FBC5F0312,98786,CN(C(=O)c1sc2ncccc2c1NCc1cccc(C[NH+](C)C)c1)c1ccccn1,O=C(Nc1ccccn1)c1sc2ncccc2c1NCc1ccccc1,-4.1395812723486,0.46691176470588236,0.20689655172413793,0.23684210526315788,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-77ED8C900CC0,79747,O=C(Nc1c[nH+]c2ccccc2c1Nc1ccc(NCCO)cc1)[C@@H](Br)c1ccccc1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1Nc1ccccc1,-4.90849767233527,0.789828431372549,0.20253164556962025,0.23376623376623376,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-77F3EA8C01D2,80162,CN(C)[C@H](C[NH3+])c1ccc(Nc2[nH+]c(-c3ccccc3)cn2/N=C/c2ccc(Cl)cc2)cc1,C(=Nn1cc(-c2ccccc2)[nH+]c1Nc1ccccc1)c1ccccc1,-4.46870218514675,0.6115196078431373,0.14563106796116504,0.1744186046511628,WSA297,GXYVJEJKTGYEDL-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-780990BE0E68,83747,C[C@@H]([NH2+]CC#Cc1cnc(NC(=O)c2cccc(O)c2)c2ccccc12)c1cccc(F)c1,O=C(Nc1ncc(C#CC[NH2+]Cc2ccccc2)c2ccccc12)c1ccccc1,-6.80803117503607,0.9993872549019608,0.2111111111111111,0.22093023255813954,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-7820955A714C,43682,C[C@@](O)(C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccncc1)c1cccc(F)c1,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,-5.31391102473887,0.8970588235294118,0.20224719101123595,0.25,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-78252FECAF69,68547,CCNc1cc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2cccnc2)ccn1,c1ccc(Cn2cc(C[NH2+]Cc3ccncc3)c(-c3cccnc3)n2)cc1,-4.83265705311331,0.7647058823529411,0.3,0.37333333333333335,WSA294,FPTVNOKSIHPUTA-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-792F02E01A4E,94081,C[NH+](C)CCc1ccc(Nc2c(C(=O)N(CC#N)c3ccccc3)c(=O)[nH]c3ccccc23)cc1,O=C(Nc1ccccc1)c1c(Nc2ccccc2)c2ccccc2[nH]c1=O,-2.13154706187298,0.0845588235294118,0.18181818181818182,0.20652173913043478,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-794646D3B9C8,91617,C[NH+]1CCN(c2ccc(F)cc2C(=O)Nc2nc3ccccc3cc2N(CC#N)c2ccccc2)CC1,O=C(Nc1nc2ccccc2cc1Nc1ccccc1)c1ccccc1N1CC[NH2+]CC1,-2.75290965763502,0.1341911764705882,0.23655913978494625,0.29411764705882354,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-795FA74A51DE,66529,CN(C)C(=O)c1ccc(C[NH2+]C[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)cc1,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1,-5.39740696215501,0.9105392156862745,0.17647058823529413,0.23943661971830985,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-79A32C942736,68642,Cc1nc2ccccn2c1[C@@H](CSc1ccccc1)[NH2+]Cc1ccc(CN(C)C)cc1,c1ccc(C[NH2+]C(CSc2ccccc2)c2cnc3ccccn23)cc1,-2.6041470784389,0.12745098039215685,0.3,0.3582089552238806,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
